ROUTEID,ROUTENAME,ROADTYPE,SUBBLOCKKEY,BIKELANE_PARKINGLANE_ADJACENT,BIKELANE_THROUGHLANE_ADJACENT,BIKELANE_POCKETLANE_ADJACENT,BIKELANE_CONTRAFLOW,BIKELANE_CONVENTIONAL,BIKELANE_DUAL_PROTECTED,BIKELANE_DUAL_BUFFERED,BIKELANE_PROTECTED,BIKELANE_BUFFERED,SUBBLOCKID,BLOCKID,BLOCKKEY,QUADRANT,STREETNAME,STREETTYPE,TOTALBIKELANES,TOTALBIKELANEWIDTH,WARD_ID,SMD_ID,ANC_ID,OBJECTID,SHAPELEN
11000302,3RD ST NW,1,9ad16a536e3a8edb388ec0ce951c5e63,IB,IB,,,IB,,,,,11000302-11000302_47015042-11000302_11065452_11079882,11000302-11000302_11076242-11000302_11065452_11079882,d24a9caf2b4db11382b6172d41484fe5,1,3RD,ST,1,5,4,4B03,4B,7983267,0
11000302,3RD ST NW,1,22c1ec2999731a290796fb9664491948,BD,BD,,,BD,,,,,11000302-11000302_11087422-11000302_11088792,11000302-11000302_11087422-11000302_11088792,22c1ec2999731a290796fb9664491948,1,3RD,ST,2,10,4,4B03,4B,7983268,0
11000302,3RD ST NW,1,62ee7cc40df1189eb13995b3a1b44812,IB,IB,,,IB,,,,,11000302-11000302_11076242-11000302_47015042,11000302-11000302_11076242-11000302_11065452_11079882,d24a9caf2b4db11382b6172d41484fe5,1,3RD,ST,1,5,4,4B03,4B,7983278,0
11000302,3RD ST NW,1,2445dcb917e30b8935246eb42189a665,BD,BD,,,BD,,,,,11000302-11000302_11086842-11000302_58023592,11000302-11000302_11086842-11000302_11087422,4cb5ba2ff947bbbb82770ea071f63ae3,1,3RD,ST,2,10,4,4B03,4B,7983281,0
11000402,4TH ST NW,1,b22b48d2121c0b6a39eba7f64b1c0616,,,,,,,,,BD,11000402-11000402_11046672_11060182-11000402_58026152,11000402-11000402_11046672_11060182-11000402_11000502,6c8be491961158e54cfb45a12929451f,1,4TH,ST,2,10,1,1E05,1E,7983439,0
11000402,4TH ST NW,1,8482913384fe5a5d6e7a3da4f93deb3f,,,,,,,,BD,,11000402-11000402_14000402-11000402_61063402,11000402-11000402_14000402-11000402_11058242,5b32499546e4ebbf9745e80549918931,1,4TH,ST,2,14,2,2C03,2C,7983443,0
11000402,4TH ST NW,1,7eff870e38d4c76c1df1f08e827fa4ca,,,,,,,,,OB,11000402-11000402_11090152-11000402_11018722,11000402-11000402_11090152-11000402_11018722,7eff870e38d4c76c1df1f08e827fa4ca,1,4TH,ST,1,5,1,1E07,1E,7983453,0
11000402,4TH ST NW,1,5b02485e9927a33a1933a369de2f8a84,OB,OB,,,OB,,,,,11000402-11000402_11024372-11000402_11046672_11060182,11000402-11000402_11024372-11000402_11046672_11060182,5b02485e9927a33a1933a369de2f8a84,1,4TH,ST,2,10,1,1E05,1E,7983458,0
11000302,3RD ST NW,1,62cd96d7bcd68d42f2d13529e19f542f,BD,BD,,,BD,,,,,11000302-11000302_11065452_11079882-11000302_11086842,11000302-11000302_11065452_11079882-11000302_11086842,62cd96d7bcd68d42f2d13529e19f542f,1,3RD,ST,2,10,4,4B03,4B,7983471,0
11000302,3RD ST NW,1,d081925203c66b3355c3d80f0b238671,BD,BD,,,BD,,,,,11000302-11000302_58023592-11000302_11087422,11000302-11000302_11086842-11000302_11087422,4cb5ba2ff947bbbb82770ea071f63ae3,1,3RD,ST,2,10,4,4B03,4B,7983481,0
11000402,4TH ST NW,1,8e801d825787a035b408230dbe869ff4,,,,,,,,,OB,11000402-11000402_11033082-11000402_11066102,11000402-11000402_11033082-11000402_11066102,8e801d825787a035b408230dbe869ff4,1,4TH,ST,1,5,1,1B01,1B,7983502,0
11000402,4TH ST NW,1,302704949d5504b9e1ebb3884fe70c03,,,,,,,,,OB,11000402-11000402_47090262-11000402_11087232,11000402-11000402_11084562-11000402_11087232,f8822e125c0e4e957a35d343bc82e507,1,4TH,ST,1,5,1,1B01,1B,7983510,0
11000402,4TH ST NW,1,bfd01b6ed803869943f75cd51f6bf2a9,,,,,,,,BD,,11000402-11000402_61063402-11000402_11058242,11000402-11000402_14000402-11000402_11058242,5b32499546e4ebbf9745e80549918931,1,4TH,ST,2,14,2,2C03,2C,7983515,0
11000402,4TH ST NW,1,de1e8797ef55bfc8215bbf4100126979,,,,,,,,,OB,11000402-11000402_47015622_47039622-11000402_11090152,11000402-11000402_11088462-11000402_11090152,30298022971c113640b720129156b018,1,4TH,ST,1,5,1,1B01,1B,7983522,0
11000402,4TH ST NW,1,10f91c62c96f6e08fe88dea07b03e8b4,OB,OB,,,OB,,,,,11000402-11000402_11018722-11000402_11024372,11000402-11000402_11018722-11000402_11024372,10f91c62c96f6e08fe88dea07b03e8b4,1,4TH,ST,2,10,1,1E05,1E,7983526,0
11000402,4TH ST NW,1,69b3a404330e5132d695e4dd2c96cc3d,,,,,,,,,OB,11000402-11000402_11066102-11000402_11088462,11000402-11000402_11066102-11000402_11088462,69b3a404330e5132d695e4dd2c96cc3d,1,4TH,ST,1,5,1,1B01,1B,7983531,0
11000402,4TH ST NW,1,1fb1e4c9ad5cbbb62ec65f8a245f9941,,,,,,,,,OB,11000402-11000402_11087232-11000402_11033082,11000402-11000402_11087232-11000402_11033082,1fb1e4c9ad5cbbb62ec65f8a245f9941,1,4TH,ST,1,5,1,1B01,1B,7983538,0
11000502,5TH ST NW,1,be02afe91b1a6c23410c096efbd8d317,,,,,,,,IB,,11000502-11000502_47032832-11000502_11079562,11000502-11000502_11074682-11000502_11079562,9ed8ed522bd67dccd92d1d5093dfaf8c,1,5TH,ST,1,5,4,4C07,4C,7983541,0
11000502,5TH ST NW,1,d61caeb476a1bea69b8b1d648942ca7e,IB,IB,,,IB,,,,,11000502-11000502_47078782*1-11000502_11057852,11000502-11000502_11053492-11000502_11057852,3e171e387a9d0920037f2e99ec85054c,1,5TH,ST,1,5,2,2G06,2G,7983544,0
11000502,5TH ST NW,1,410ca9317c402f158c5cf286d08ec110,,,,,,,,IB,,11000502-11000502_11079562-11000502_11084892,11000502-11000502_11079562-11000502_11084892,410ca9317c402f158c5cf286d08ec110,1,5TH,ST,1,5,4,4C07,4C,7983548,0
11000502,5TH ST NW,1,fcd7c6e9780524c2cc627c52b1549d9d,,,,,,,,IB,,11000502-11000502_47037092-11000502_11088012,11000502-11000502_11084892-11000502_11088012,8827a6476447bd4713b46228e061b518,1,5TH,ST,1,5,4,4C06,4C,7983549,0
11000502,5TH ST NW,1,4f5b70d2101e1f6056258e338dd01306,,,,,,,,IB,,11000502-11000502_11088012-11000502_11041342*1,11000502-11000502_11088012-11000502_11041342*1,4f5b70d2101e1f6056258e338dd01306,1,5TH,ST,1,5,4,4C06,4C,7983551,0
11000502,5TH ST NW,1,1daa04d38c370f36e08bd5378007b957,,,,,,,,IB,,11000502-11000502_47032782-11000502_11074682,11000502-11000502_11074032-11000502_11074682,4607ef9ab619c9a333189c358321bbdf,1,5TH,ST,1,5,4,4C07,4C,7983558,0
11000502,5TH ST NW,1,61bfe892aece8155c603bb47036ca220,IB,IB,,,IB,,,,,11000502-11000502_11075722-11000502_11063182,11000502-11000502_11075722-11000502_11063182,61bfe892aece8155c603bb47036ca220,1,5TH,ST,1,5,2,2G05,2G,7983561,0
11000402,4TH ST NW,1,45092fe2113bf60f171431f8e9f0f3f9,,,,OB,,,,OB,,11000402-11000402_11019632-11000402_11016382,11000402-11000402_11019632-11000402_11016382,45092fe2113bf60f171431f8e9f0f3f9,1,4TH,ST,1,5,4,4B04,4B,7983566,0
11000402,4TH ST NW,1,4e99c9e39c56e4d0c939f1111edc3914,,,,,,,,,OB,11000402-11000402_11036722_11077672-11000402_41309402,11000402-11000402_11036722_11077672-11000402_11084562,6625a52fa577572a69ce92f7dbe35a8c,1,4TH,ST,1,5,1,1B01,1B,7983567,0
11000402,4TH ST NW,1,a13897c80005d1622ddfbc030598d6ba,,,,,,,,,OB,11000402-11000402_41309402-11000402_11084562,11000402-11000402_11036722_11077672-11000402_11084562,6625a52fa577572a69ce92f7dbe35a8c,1,4TH,ST,1,5,1,1B01,1B,7983571,0
11000402,4TH ST NW,1,82eaffa2958ab40fe85fbe34c0ecbc19,,,,,,,,,BD,11000402-11000402_58026152-11000402_11000502,11000402-11000402_11046672_11060182-11000402_11000502,6c8be491961158e54cfb45a12929451f,1,4TH,ST,2,10,1,1E05,1E,7983572,0
11000402,4TH ST NW,1,4a032fcd14ce8532fa00c723c523caab,,,,,,,,,OB,11000402-11000402_11084562-11000402_47090262,11000402-11000402_11084562-11000402_11087232,f8822e125c0e4e957a35d343bc82e507,1,4TH,ST,1,5,1,1B01,1B,7983579,0
11000402,4TH ST NW,1,0cdb2375f74c53b97dcc23108937c683,,,,,,,,,OB,11000402-11000402_11088462-11000402_47015622_47039622,11000402-11000402_11088462-11000402_11090152,30298022971c113640b720129156b018,1,4TH,ST,1,5,1,1B01,1B,7983589,0
11000502,5TH ST NW,1,e47c014a105809147a36d35a74fc9de0,IB,IB,,,IB,,,,,11000502-11000502_47016002-11000502_47078782*1,11000502-11000502_11053492-11000502_11057852,3e171e387a9d0920037f2e99ec85054c,1,5TH,ST,1,5,2,2G06,2G,7983602,0
11000502,5TH ST NW,1,0d8c774d138832434b1a6191f60de48c,IB,IB,,,IB,,,,,11000502-11000502_11072862-11000502_47068752,11000502-11000502_11072862-11000502_11091132,495bb853ad10394e996a0dde0f101203,1,5TH,ST,1,5,2,2G03,2G,7983614,0
11000502,5TH ST NW,1,fb53979d85e74f92d42ec9bd304abfdf,IB,IB,,,IB,,,,,11000502-11000502_11091132-11000502_47082602,11000502-11000502_11091132-11000502_11074162,56c5b1c2e0ec9d6efb30dc96c0f95072,1,5TH,ST,1,5,2,2G03,2G,7983615,0
11000502,5TH ST NW,1,54345e115b3ad093925ed45d8078b26a,,,,,,,,IB,,11000502-11000502_47078452-11000502_47032782,11000502-11000502_11074032-11000502_11074682,4607ef9ab619c9a333189c358321bbdf,1,5TH,ST,1,5,4,4C07,4C,7983617,0
11000502,5TH ST NW,1,3bc364e1db3c3b96e6fc9c418505d695,IB,IB,,,IB,,,,,11000502-11000502_58020602-11000502_11065842,11000502-11000502_11063182-11000502_11065842,fb885b140f8d3e201822fb8da4bfc13d,1,5TH,ST,1,5,2,2G03,2G,7983620,0
11000502,5TH ST NW,1,3b2fb0afadd5bc096a276626ffb7e213,IB,IB,,,IB,,,,,11000502-11000502_11068382-11000502_11072862,11000502-11000502_11068382-11000502_11072862,3b2fb0afadd5bc096a276626ffb7e213,1,5TH,ST,1,5,2,2G03,2G,7983625,0
11000502,5TH ST NW,1,ec0aa6716043f054a3a93b4b6a632b8b,IB,IB,,,IB,,,,,11000502-11000502_47068752-11000502_11091132,11000502-11000502_11072862-11000502_11091132,495bb853ad10394e996a0dde0f101203,1,5TH,ST,1,5,2,2G03,2G,7983626,0
11000502,5TH ST NW,1,bcaa957a163133747126271f103964f6,IB,IB,,,IB,,,,,11000502-11000502_11074162-11000502_47087832,11000502-11000502_11074162-11000502_11075462,0f1e9e8841afe39f0127b51b26eca26c,1,5TH,ST,1,5,2,2G03,2G,7983627,0
11000602,6TH ST NW,1,05fa4fe5675257a44991a19293a65260,,,,IB,,,,IB,,11000602-11000602_11036722-11000602_11084562,11000602-11000602_11036722-11000602_11084562,05fa4fe5675257a44991a19293a65260,1,6TH,ST,1,5,1,1B01,1B,7983662,0
11000602,6TH ST NW,1,2019144e9c189daeebbab6f30abe7a36,IB,,,IB,IB,,,,,11000602-11000602_47078852-11000602_11087232,11000602-11000602_11084562-11000602_11087232,10adae64534c5f0f3f226834ecbc9d29,1,6TH,ST,1,5,1,1B01,1B,7983669,0
11000502,5TH ST NW,1,6229cf43ae25616d40930c578016d92a,,,,,,,,,BD,11000502-11000502_11042122-11000502_11043742_11060582A_11060582A_11060582A_11060582A_36005342_36005352,11000502-11000502_11042122-11000502_11043742_11060582A_11060582A_11060582A_11060582A_36005342_36005352,6229cf43ae25616d40930c578016d92a,1,5TH,ST,2,10,1,1E05,1E,7983672,0
11000502,5TH ST NW,1,113a55cd27b6d1a37abd42d5521e1dac,IB,IB,,,IB,,,,,11000502-11000502_11063182-11000502_58020602,11000502-11000502_11063182-11000502_11065842,fb885b140f8d3e201822fb8da4bfc13d,1,5TH,ST,1,5,2,2G03,2G,7983679,0
11000502,5TH ST NW,1,7189066d141338809e5d6f8dc8b33566,IB,IB,,,IB,,,,,11000502-11000502_11065842-11000502_11068382,11000502-11000502_11065842-11000502_11068382,7189066d141338809e5d6f8dc8b33566,1,5TH,ST,1,5,2,2G03,2G,7983680,0
11000502,5TH ST NW,1,6ce594b1be698d2c86a745cc8649babd,,,,,,,,IB,,11000502-11000502_11074682-11000502_47032832,11000502-11000502_11074682-11000502_11079562,9ed8ed522bd67dccd92d1d5093dfaf8c,1,5TH,ST,1,5,4,4C07,4C,7983683,0
11000502,5TH ST NW,1,34becafc1d7fe3f6438465ac00cab927,IB,IB,,,IB,,,,,11000502-11000502_11053492-11000502_47078782,11000502-11000502_11053492-11000502_11057852,3e171e387a9d0920037f2e99ec85054c,1,5TH,ST,1,5,2,2G06,2G,7983689,0
11000502,5TH ST NW,1,a5b3e658e71e8c1152ded243baf32de0,IB,IB,,,IB,,,,,11000502-11000502_47078782-11000502_47016002,11000502-11000502_11053492-11000502_11057852,3e171e387a9d0920037f2e99ec85054c,1,5TH,ST,1,5,2,2G06,2G,7983693,0
11000502,5TH ST NW,1,34b84e5a022f3e027d7a770e2738029f,,,,,,,,IB,,11000502-11000502_11084892-11000502_47078132,11000502-11000502_11084892-11000502_11088012,8827a6476447bd4713b46228e061b518,1,5TH,ST,1,5,4,4C06,4C,7983695,0
11000502,5TH ST NW,1,3f3ead7950f37381ac244a136414081c,,,,,,,,IB,,11000502-11000502_11074032-11000502_47078452,11000502-11000502_11074032-11000502_11074682,4607ef9ab619c9a333189c358321bbdf,1,5TH,ST,1,5,4,4C07,4C,7983697,0
11000502,5TH ST NW,1,4f40dee6f5715c7f028b1b4243fd5354,,,,,,,,IB,,11000502-11000502_47078132-11000502_47044942,11000502-11000502_11084892-11000502_11088012,8827a6476447bd4713b46228e061b518,1,5TH,ST,1,5,4,4C06,4C,7983701,0
11000502,5TH ST NW,1,556aceeb11b5e63b7a83c9c9a1c855c3,,,,,,,,IB,,11000502-11000502_47044942-11000502_47037092,11000502-11000502_11084892-11000502_11088012,8827a6476447bd4713b46228e061b518,1,5TH,ST,1,5,4,4C06,4C,7983702,0
11000502,5TH ST NW,1,a73b114e2e3bf334b3ea8f2ed43ec4f1,,,,,,,,,BD,11000502-11000402_11000502-11000502_11042122,11000502-11000402_11000502-11000502_11042122,a73b114e2e3bf334b3ea8f2ed43ec4f1,1,5TH,ST,2,10,1,1E05,1E,7983705,0
11000502,5TH ST NW,1,0447befc567bb78d8b80a0f39f83d49e,IB,IB,,,IB,,,,,11000502-11000502_47082602-11000502_11074162,11000502-11000502_11091132-11000502_11074162,56c5b1c2e0ec9d6efb30dc96c0f95072,1,5TH,ST,1,5,2,2G03,2G,7983707,0
11000502,5TH ST NW,1,9e6b5537464f54585c826de0bda9155a,IB,IB,,,IB,,,,,11000502-11000502_11057852-11000502_11075722,11000502-11000502_11057852-11000502_11075722,9e6b5537464f54585c826de0bda9155a,1,5TH,ST,1,5,2,2G05,2G,7983708,0
11000502,5TH ST NW,1,70fb24bfd422f415777f138c66d81e24,IB,IB,,,IB,,,,,11000502-11000502_47087832-11000502_11075462,11000502-11000502_11074162-11000502_11075462,0f1e9e8841afe39f0127b51b26eca26c,1,5TH,ST,1,5,2,2G03,2G,7983717,0
11000502,5TH ST NW,1,108bce115cb239aeb04458ef6e3c02cb,,,,,,,,IB,,11000502-11000502_11068832_11076702-11000502_11074032,11000502-11000502_11068832_11076702-11000502_11074032,108bce115cb239aeb04458ef6e3c02cb,1,5TH,ST,1,4,4,4C07,4C,7983719,0
11000602,6TH ST NW,1,6baa4740f3acda7e7fbe563b8987b195,IB,,,IB,IB,,,,,11000602-11000602_11084562-11000602_47078852,11000602-11000602_11084562-11000602_11087232,10adae64534c5f0f3f226834ecbc9d29,1,6TH,ST,1,5,1,1B01,1B,7983721,0
11000702,7TH ST NW,1,8fffcced06ad42e9918919b33fa1eeb0,IB,BD,,,IB,,,,OB,11000702-11000702_11075462-11000702_11074162,11000702-11000702_11075462-11000702_11074162,8fffcced06ad42e9918919b33fa1eeb0,1,7TH,ST,2,10,2,2G01,2G,7983748,0
11000702,7TH ST NW,1,1dc19dafcb61da887ff1b1f36650915b,IB,IB,,,IB,,,,,11000702-11000702_11088012-11000702_11089112,11000702-11000702_11088012-11000702_11089112,1dc19dafcb61da887ff1b1f36650915b,1,7TH,ST,1,5,4,4C06,4C,7983756,0
11000702,7TH ST NW,1,66fc3a852e3afda4a5003fd875e40c85,BD,BD,,,BD,,,,,11000702-11000702_11077672-11000702_11084562,11000702-11000702_11077672-11000702_11084562,66fc3a852e3afda4a5003fd875e40c85,1,7TH,ST,2,10,1,1B02,1B,7983759,0
11000702,7TH ST NW,1,01041b7057bec9aa5b4d47dd0e52ab67,IB,IB,,,IB,,,,,11000702-11000702_11064222_11079562-11000702_11084892,11000702-11000702_11064222_11079562-11000702_11084892,01041b7057bec9aa5b4d47dd0e52ab67,1,7TH,ST,1,5,4,4C06,4C,7983767,0
11000702,7TH ST NW,1,119ba35d575329f323f9601df857ba0b,BD,BD,,,BD,,,,,11000702-11000702_11063182-11000702_11065842,11000702-11000702_11063182-11000702_11065842,119ba35d575329f323f9601df857ba0b,1,7TH,ST,2,10,2,2G05,2G,7983769,0
11000702,7TH ST NW,1,32223bfd0617cf99d87cd63078b38021,IB,IB,,,IB,,,,,11000702-11000702_47048212*1-11000702_11092102,11000702-11000702_11089112-11000702_11092102,43554cad7afb6c5721d75a2bbbd79c17,1,7TH,ST,1,5,4,4C05,4C,7983770,0
11000702,7TH ST NW,1,63de57f3d68843a11258557dae0d2e0c,IB,IB,,,IB,,,,,11000702-11000702_47049672-11000702_11018782,11000702-11000702_11009882-11000702_11018782,39ae1a7af26fe44f33290452a8764bf2,1,7TH,ST,1,5,4,4C05,4C,7983788,0
11000702,7TH ST NW,1,2859478e88c9b44ff41e061c74356be8,BD,BD,,,BD,,,,,11000702-11000702_11072862-11000702_11075462,11000702-11000702_11072862-11000702_11075462,2859478e88c9b44ff41e061c74356be8,1,7TH,ST,2,10,2,2G02,2G,7983791,0
11000702,7TH ST NW,1,f75a48e555b128aec835407f226f28af,IB,IB,,,IB,,,,,11000702-11000702_11089112-11000702_47048212,11000702-11000702_11089112-11000702_11092102,43554cad7afb6c5721d75a2bbbd79c17,1,7TH,ST,1,5,4,4C05,4C,7983795,0
11000702,7TH ST NW,1,d663559a0f105f0da50711204a2895db,,IB,,,IB,,,,,11000702-11000702_11084562-11000702_11036722_11040042,11000702-11000702_11084562-11000702_11036722_11040042,d663559a0f105f0da50711204a2895db,1,7TH,ST,1,5,1,1B02,1B,7983802,0
11000702,7TH ST NW,1,abd85805f1d73a7effb1b7985f511d6b,,,,,,,,IB,,11000702-11000702_11074032-11000702_47059222,11000702-11000702_11074032-11000702_11074682,c6eadb6760a4316a0286b92065255574,1,7TH,ST,1,5,4,4C07,4C,7983807,0
11000702,7TH ST NW,1,b04697bcb064f78716a3f797845f420a,BD,BD,,,BD,,,,,11000702-11000702_11074162-11000702_11077672,11000702-11000702_11074162-11000702_11077672,b04697bcb064f78716a3f797845f420a,1,7TH,ST,2,10,2,2G01,2G,7983808,0
11000702,7TH ST NW,1,b1f25deda6a23e55fea71abf0bf2b0bb,,,,,,,,IB,,11000702-11000702_11074682-11000702_11064222_11079562,11000702-11000702_11074682-11000702_11064222_11079562,b1f25deda6a23e55fea71abf0bf2b0bb,1,7TH,ST,1,5,4,4C07,4C,7983817,0
11000702,7TH ST NW,1,dd4a91de5cf10805c41ee981dd071fbc,IB,IB,,,IB,,,,,11000702-11000702_11084892-11000702_47017242,11000702-11000702_11084892-11000702_11088012,6b5a2a9ba12a18cc46ae9a03de1214df,1,7TH,ST,1,5,4,4C06,4C,7983818,0
11000702,7TH ST NW,1,cdd51aa16aff3f0d9d05100f46c0a5c2,IB,IB,,,IB,,,,,11000702-11000702_47048212-11000702_47048212*1,11000702-11000702_11089112-11000702_11092102,43554cad7afb6c5721d75a2bbbd79c17,1,7TH,ST,1,5,4,4C05,4C,7983822,0
11000702,7TH ST NW,1,3469499982adc068c7e4642be859251f,IB,IB,,,IB,,,,,11000702-11000702_11009882-11000702_47049672,11000702-11000702_11009882-11000702_11018782,39ae1a7af26fe44f33290452a8764bf2,1,7TH,ST,1,5,4,4C05,4C,7983823,0
11000702,7TH ST NW,1,98960504b57c0d29065833b737ebca80,IB,IB,,,IB,,,,,11000702-11000702_47015712-11000702_11009882,11000702-11000702_11092102-11000702_11009882,8a42a8831457012f45fb4e0fd2074b24,1,7TH,ST,1,5,4,4C05,4C,7983826,0
11000702,7TH ST NW,1,bb39b1591687dc99fb503c70bb11f64c,,,,,,,,IB,,11000702-11000702_47059222-11000702_11074682,11000702-11000702_11074032-11000702_11074682,c6eadb6760a4316a0286b92065255574,1,7TH,ST,1,5,4,4C07,4C,7983827,0
11000702,7TH ST NW,1,b9a7094512d45680af88d02688f26cf3,IB,IB,,,IB,,,,,11000702-11000702_11092102-11000702_47015712,11000702-11000702_11092102-11000702_11009882,8a42a8831457012f45fb4e0fd2074b24,1,7TH,ST,1,5,4,4C05,4C,7983838,0
11000702,7TH ST NW,1,5208ede064a79e6e3346d9f12cec2f93,,,,,,,,IB,,11000702-11000702_11076702_11090872-11000702_47059652_47065362,11000702-11000702_11076702_11090872-11000702_11074032,0ddba341a860d481a889608dc47f454e,1,7TH,ST,1,5,4,4C07,4C,7983842,0
11000702,7TH ST NW,1,8d04b0bec7c619ff741a3a3528699f10,IB,IB,,,IB,,,,,11000702-11000702_47017242-11000702_11088012,11000702-11000702_11084892-11000702_11088012,6b5a2a9ba12a18cc46ae9a03de1214df,1,7TH,ST,1,5,4,4C06,4C,7983848,0
11000802,8TH ST NW,1,0e30f25988c62ff78de9a7e3f1fcb626,IB,,,IB,IB,,,,,11000802-11000802_47064812-11000802_11036432,11000802-11000802_11035362-11000802_11036432,786822bc390f6b31d81a74c3f9012187,1,8TH,ST,1,5,4,4B01,4B,7983854,0
11000802,8TH ST NW,1,c8ad2dfd182165a52e9ff047e47c37a2,OB,,,OB,OB,,,,,11000802-11000802_11029772-11000802_47034942,11000802-11000802_11029772-11000802_11032632,36475583943e1b819f355dd4d674a5bd,1,8TH,ST,1,5,4,4B01,4B,7983857,0
11000802,8TH ST NW,1,9940de11b5f24a2a14517590631d7a2e,OB,,,OB,OB,,,,,11000802-11000802_47005192-11000802_47036112,11000802-11000802_11027042-11000802_11029772,4fea1ba65e156356934cbb4dc35cd897,1,8TH,ST,1,5,4,4B01,4B,7983859,0
11000802,8TH ST NW,1,59aacd7d8c968251189b081bb4086583,OB,,,OB,OB,,,,,11000802-11000802_47015152_47064772-11000802_11044722,11000802-11000802_11019632-11000802_11044722,7028022eb2ddc14b56a7d5e090c89961,1,8TH,ST,1,5,4,4B02,4B,7983863,0
11000802,8TH ST NW,1,593cedb39961dde600338c5ccaedd3d9,IB,,,IB,IB,,,,,11000802-11000802_11040172-11000802_11044202,11000802-11000802_11040172-11000802_11044202,593cedb39961dde600338c5ccaedd3d9,1,8TH,ST,1,5,4,4B01,4B,7983868,0
11000702,7TH ST NW,1,186de2ca1ec920117b3a3c3efed0380f,BD,BD,,,BD,,,,,11000702-11000702_11065842-11000702_11068382,11000702-11000702_11065842-11000702_11068382,186de2ca1ec920117b3a3c3efed0380f,1,7TH,ST,2,10,2,2G02,2G,7983880,0
11000702,7TH ST NW,1,842b6ca670c583d826f1ad5cacffd706,,,,,,,,IB,,11000702-11000702_47059652_47065362-11000702_11074032,11000702-11000702_11076702_11090872-11000702_11074032,0ddba341a860d481a889608dc47f454e,1,7TH,ST,1,5,4,4C07,4C,7983887,0
11000702,7TH ST NW,1,cf8bc6c48b99c37a368856b022030ad4,BD,BD,,,BD,,,,,11000702-11000702_11068382-11000702_11072862,11000702-11000702_11068382-11000702_11072862,cf8bc6c48b99c37a368856b022030ad4,1,7TH,ST,2,10,2,2G02,2G,7983888,0
11000702,7TH ST NW,1,b12118d4ef62e6264ec5cefa59ee49aa,IB,IB,,,IB,,,,,11000702-11000702_11018782-11000702_11080142,11000702-11000702_11018782-11000702_11080142,b12118d4ef62e6264ec5cefa59ee49aa,1,7TH,ST,1,5,4,4D06,4D,7983889,0
11000802,8TH ST NW,1,0e4f0282e4b33b11c6df1e3e9e7f761b,IB,,,IB,IB,,,,,11000802-11000802_11036432-11000802_11040172,11000802-11000802_11036432-11000802_11040172,0e4f0282e4b33b11c6df1e3e9e7f761b,1,8TH,ST,1,5,4,4B01,4B,7983913,0
11000802,8TH ST NW,1,0070f63030613f910297c5e5b6b6dadd,IB,,,IB,IB,,,,,11000802-11000802_11044202-11000802_47067022,11000802-11000802_11044202-11000802_11031982_11050702,4b80f6325dccf8f6f82d40b57cbf1b3c,1,8TH,ST,1,5,4,4B01,4B,7983935,0
11000802,8TH ST NW,1,eea971770c148a27c3a2b06aafcf497c,OB,,,OB,OB,,,,,11000802-11000802_11019632-11000802_47015152_47064772,11000802-11000802_11019632-11000802_11044722,7028022eb2ddc14b56a7d5e090c89961,1,8TH,ST,1,5,4,4B02,4B,7983950,0
11000802,8TH ST NW,1,59545e7028b9e4fab7a2635b805cacc8,IB,IB,,IB,IB,,,,,11000802-11000802_11064872-11000802_11066752,11000802-11000802_11064872-11000802_11066752,59545e7028b9e4fab7a2635b805cacc8,1,8TH,ST,1,6,4,4B05,4B,7983952,0
11000802,8TH ST NW,1,8546ea6a24023df018d7378641e96170,OB,,,OB,OB,,,,,11000802-11000802_47036112-11000802_11029772,11000802-11000802_11027042-11000802_11029772,4fea1ba65e156356934cbb4dc35cd897,1,8TH,ST,1,5,4,4B01,4B,7983953,0
11000802,8TH ST NW,1,5a46288415a12595b7f826af29e08332,IB,,,IB,IB,,,,,11000802-11000802_11032632-11000802_47074572,11000802-11000802_11032632-11000802_11035362,a97bdded59affd171dbc8b9f7a36ce0f,1,8TH,ST,1,5,4,4B01,4B,7983954,0
11000802,8TH ST NW,1,62ae0646499679350d9bfc7cc1b3c5a1,IB,,,IB,IB,,,,,11000802-11000802_47074572-11000802_11035362,11000802-11000802_11032632-11000802_11035362,a97bdded59affd171dbc8b9f7a36ce0f,1,8TH,ST,1,5,4,4B01,4B,7983956,0
11000902,9TH ST NW,1,99f5e2133612cac7f0a8544f37274db4,,,,,,IB,,,,11000902-11000902_11084562-11000902_47080952,11000902-11000902_11084562-11000902_11036722_11087232,008142eac86f856921460958a0124d55,1,9TH,ST,2,8,1,1B02,1B,7983958,0
11000902,9TH ST NW,1,f8307b83379b93cabe941796641ee852,,,,,,IB,,,,11000902-11000902_11072862-11000902_11075462,11000902-11000902_11072862-11000902_11075462,f8307b83379b93cabe941796641ee852,1,9TH,ST,2,8,2,2G02,2G,7983960,0
11000902,9TH ST NW,1,fc521dac1833664ffd48f1c1737fecfb,,,,,,IB,,,,11000902-11000902_47048872-11000902_11038282,11000902-11000902_11074162-11000902_11038282,59edce4a3ac89af8b9ff8db1d57209df,1,9TH,ST,2,8,2,2G01,2G,7983961,0
11000902,9TH ST NW,1,4a296106fe80a621f82046a5887443a6,,,,,,IB,,,,11000902-11000902_11031332-11000902_11034382,11000902-11000902_11031332-11000902_11034382,4a296106fe80a621f82046a5887443a6,1,9TH,ST,2,8,2,2C03,2C,7983962,0
